idx,id,CODE_CULTU,path,meanCLD,sequencelength,classid,classname,region
31522,6049595,PTR,csv/frh04/6049595.csv,765.2315151159349,49,8,temporary meadows,frh04
31525,6049598,BTH,csv/frh04/6049598.csv,784.394966760059,49,1,wheat,frh04
31526,6049599,PTR,csv/frh04/6049599.csv,747.1657541065206,49,8,temporary meadows,frh04
31527,6049600,BTH,csv/frh04/6049600.csv,761.2412249934347,49,1,wheat,frh04
31528,6049601,PTR,csv/frh04/6049601.csv,746.4579725660757,49,8,temporary meadows,frh04
31529,6049602,PTR,csv/frh04/6049602.csv,746.4748169390539,49,8,temporary meadows,frh04
31531,6049605,PTR,csv/frh04/6049605.csv,763.4160606771445,49,8,temporary meadows,frh04
31532,6049606,PTR,csv/frh04/6049606.csv,787.3060993758725,49,8,temporary meadows,frh04
31534,6049608,PTR,csv/frh04/6049608.csv,777.8440386680987,49,8,temporary meadows,frh04
31535,6049609,PTR,csv/frh04/6049609.csv,773.2244897959183,49,8,temporary meadows,frh04
31536,6049610,PTR,csv/frh04/6049610.csv,786.0656540118525,49,8,temporary meadows,frh04
31538,6049612,PTR,csv/frh04/6049612.csv,781.238320077543,49,8,temporary meadows,frh04
31539,6049613,PTR,csv/frh04/6049613.csv,780.7641456582633,102,8,temporary meadows,frh04
31540,6049614,BTH,csv/frh04/6049614.csv,761.4535152464026,102,1,wheat,frh04
31541,6049615,PTR,csv/frh04/6049615.csv,777.0985007124356,102,8,temporary meadows,frh04
31542,6049616,RGA,csv/frh04/6049616.csv,782.8321315623023,102,8,temporary meadows,frh04
31543,6049617,PTR,csv/frh04/6049617.csv,677.6050789147012,50,8,temporary meadows,frh04
31544,6049618,MIE,csv/frh04/6049618.csv,688.1564197745014,50,3,corn,frh04
31547,6049621,MIE,csv/frh04/6049621.csv,664.5392249754394,50,3,corn,frh04
31549,6049623,MIE,csv/frh04/6049623.csv,640.9640136301022,50,3,corn,frh04
31551,6049625,BTH,csv/frh04/6049625.csv,656.085807002562,50,1,wheat,frh04
31552,6049626,MIE,csv/frh04/6049626.csv,630.381015161503,50,3,corn,frh04
31554,6049628,MIE,csv/frh04/6049628.csv,632.0068828250401,50,3,corn,frh04
31557,6049631,PTR,csv/frh04/6049631.csv,693.0983050847458,50,8,temporary meadows,frh04
31558,6049632,PTR,csv/frh04/6049632.csv,673.7481936342238,50,8,temporary meadows,frh04
31559,6049633,PTR,csv/frh04/6049633.csv,679.7291485809683,50,8,temporary meadows,frh04
31560,6049634,PTR,csv/frh04/6049634.csv,699.8334546087563,50,8,temporary meadows,frh04
31561,6049635,PTR,csv/frh04/6049635.csv,659.8922777977691,50,8,temporary meadows,frh04
31563,6049637,BTH,csv/frh04/6049637.csv,591.0451106752591,50,1,wheat,frh04
31564,6049638,MIE,csv/frh04/6049638.csv,752.5985089141005,50,3,corn,frh04
31565,6049639,PPH,csv/frh04/6049639.csv,752.9434799235182,50,7,permanent meadows,frh04
31566,6049640,MIE,csv/frh04/6049640.csv,746.0487597216538,50,3,corn,frh04
31567,6049642,RGA,csv/frh04/6049642.csv,742.7204885496183,50,8,temporary meadows,frh04
31568,6049643,PPH,csv/frh04/6049643.csv,757.76,50,7,permanent meadows,frh04
31569,6049644,PPH,csv/frh04/6049644.csv,738.2995021961932,50,7,permanent meadows,frh04
31570,6049645,RGA,csv/frh04/6049645.csv,778.24,50,8,temporary meadows,frh04
31571,6049646,CZH,csv/frh04/6049646.csv,764.0086423357664,50,2,rapeseed,frh04
31572,6049647,MIE,csv/frh04/6049647.csv,634.88,50,3,corn,frh04
31573,6049648,RGA,csv/frh04/6049648.csv,756.44335472705,49,8,temporary meadows,frh04
31574,6049649,RGA,csv/frh04/6049649.csv,727.610251497006,50,8,temporary meadows,frh04
31575,6049650,RGA,csv/frh04/6049650.csv,717.2589355742297,50,8,temporary meadows,frh04
31576,6049651,MIS,csv/frh04/6049651.csv,718.6429027044808,102,3,corn,frh04
31578,6049653,ORH,csv/frh04/6049653.csv,716.7366245343542,102,0,barley,frh04
31579,6049654,BTH,csv/frh04/6049654.csv,724.2764446455112,102,1,wheat,frh04
31581,6049656,PTR,csv/frh04/6049656.csv,807.8921337802112,102,8,temporary meadows,frh04
31582,6049657,MIE,csv/frh04/6049657.csv,813.5515066498075,102,3,corn,frh04
31583,6049658,PTR,csv/frh04/6049658.csv,823.1121714195216,102,8,temporary meadows,frh04
31584,6049659,PTR,csv/frh04/6049659.csv,823.2156862745098,102,8,temporary meadows,frh04
31586,6049670,PTR,csv/frh04/6049670.csv,611.4666128706879,50,8,temporary meadows,frh04
31587,6049671,PPH,csv/frh04/6049671.csv,634.88,50,7,permanent meadows,frh04
31588,6049660,PPH,csv/frh04/6049660.csv,790.3824441019011,102,7,permanent meadows,frh04
31589,6049661,MIE,csv/frh04/6049661.csv,788.8200590413666,102,3,corn,frh04
31590,6049662,PPH,csv/frh04/6049662.csv,782.8160371766603,102,7,permanent meadows,frh04
31591,6049663,PTR,csv/frh04/6049663.csv,820.1997472585707,102,8,temporary meadows,frh04
31592,6049664,PPH,csv/frh04/6049664.csv,792.3974018845486,102,7,permanent meadows,frh04
31593,6049665,PTR,csv/frh04/6049665.csv,812.8982310441647,102,8,temporary meadows,frh04
31594,6049666,PTR,csv/frh04/6049666.csv,660.739664423168,50,8,temporary meadows,frh04
31595,6049667,MIE,csv/frh04/6049667.csv,620.1448008768725,50,3,corn,frh04
31596,6049668,ORH,csv/frh04/6049668.csv,606.1676232201534,50,0,barley,frh04
31597,6051832,BTH,csv/frh04/6051832.csv,808.668807514542,102,1,wheat,frh04
31599,6049673,PPH,csv/frh04/6049673.csv,682.9387210379982,50,7,permanent meadows,frh04
31600,6049674,MIE,csv/frh04/6049674.csv,660.7466195939983,50,3,corn,frh04
31601,6049675,PPH,csv/frh04/6049675.csv,632.6031731843576,50,7,permanent meadows,frh04
31603,6049677,PTR,csv/frh04/6049677.csv,776.22676875016,49,8,temporary meadows,frh04
31605,6049679,PTR,csv/frh04/6049679.csv,773.2244897959183,49,8,temporary meadows,frh04
31606,6049680,PTR,csv/frh04/6049680.csv,790.130337968232,49,8,temporary meadows,frh04
31607,6049681,PTR,csv/frh04/6049681.csv,793.5419501133788,49,8,temporary meadows,frh04
31608,6049682,MIE,csv/frh04/6049682.csv,746.4497355747326,49,3,corn,frh04
31609,6049683,BTH,csv/frh04/6049683.csv,683.1902188567735,49,1,wheat,frh04
31610,6049684,MIE,csv/frh04/6049684.csv,709.4689914088275,49,3,corn,frh04
31612,6049686,MIE,csv/frh04/6049686.csv,734.0013545563343,49,3,corn,frh04
31613,6049687,MIE,csv/frh04/6049687.csv,646.2554252704699,49,3,corn,frh04
31614,6049688,PTR,csv/frh04/6049688.csv,776.993469191192,49,8,temporary meadows,frh04
31615,6049689,BTH,csv/frh04/6049689.csv,668.734693877551,49,1,wheat,frh04
31616,6049690,PTR,csv/frh04/6049690.csv,792.5411493974445,49,8,temporary meadows,frh04
31617,6049691,PTR,csv/frh04/6049691.csv,777.306864159438,49,8,temporary meadows,frh04
31618,6049692,PTR,csv/frh04/6049692.csv,770.3309262166405,49,8,temporary meadows,frh04
31619,6049693,PTR,csv/frh04/6049693.csv,756.4200205221753,49,8,temporary meadows,frh04
31620,6049694,PTR,csv/frh04/6049694.csv,758.9719067543334,49,8,temporary meadows,frh04
31621,6049695,BTH,csv/frh04/6049695.csv,647.8367346938776,49,1,wheat,frh04
31623,6049697,RGA,csv/frh04/6049697.csv,710.8231382814982,49,8,temporary meadows,frh04
31624,6049698,RGA,csv/frh04/6049698.csv,710.798314165084,49,8,temporary meadows,frh04
31625,6049699,MIE,csv/frh04/6049699.csv,640.066651629952,49,3,corn,frh04
31627,6049701,MIE,csv/frh04/6049701.csv,705.7987875818994,49,3,corn,frh04
31628,6049702,PPH,csv/frh04/6049702.csv,605.6703568693521,50,7,permanent meadows,frh04
31630,6049704,PTR,csv/frh04/6049704.csv,605.9170630486832,50,8,temporary meadows,frh04
31632,6049706,PTR,csv/frh04/6049706.csv,593.92,50,8,temporary meadows,frh04
31633,6049707,PPH,csv/frh04/6049707.csv,611.5353924050634,50,7,permanent meadows,frh04
31635,6049709,PTR,csv/frh04/6049709.csv,647.8216880447877,50,8,temporary meadows,frh04
31637,6049945,BTH,csv/frh04/6049945.csv,753.3991726161145,55,1,wheat,frh04
31639,6049712,PTR,csv/frh04/6049712.csv,694.5743389274562,75,8,temporary meadows,frh04
31641,6049714,PPH,csv/frh04/6049714.csv,705.7297297297297,74,7,permanent meadows,frh04
31642,6049715,PTR,csv/frh04/6049715.csv,701.0906835950551,82,8,temporary meadows,frh04
31644,6049717,PTR,csv/frh04/6049717.csv,706.53797231575,80,8,temporary meadows,frh04
31645,6049718,MIE,csv/frh04/6049718.csv,720.897411794197,81,3,corn,frh04
31647,6049720,PTR,csv/frh04/6049720.csv,704.8311688311688,77,8,temporary meadows,frh04
31648,6049721,PRL,csv/frh04/6049721.csv,712.5678209602211,78,7,permanent meadows,frh04
31655,6049726,MIS,csv/frh04/6049726.csv,739.6641609990853,102,3,corn,frh04
31659,6049946,MIS,csv/frh04/6049946.csv,748.7071097609622,54,3,corn,frh04
31660,6049731,MIS,csv/frh04/6049731.csv,724.4361488785529,102,3,corn,frh04
31661,6049732,BTH,csv/frh04/6049732.csv,722.6250924051485,102,1,wheat,frh04
31662,6049733,MIS,csv/frh04/6049733.csv,722.5570819460789,102,3,corn,frh04
31663,6049734,MIE,csv/frh04/6049734.csv,820.571467919916,102,3,corn,frh04
31664,6049735,PTR,csv/frh04/6049735.csv,772.6795892483703,102,8,temporary meadows,frh04
31667,6049738,PTR,csv/frh04/6049738.csv,800.2886671704615,102,8,temporary meadows,frh04
31668,6049740,PTR,csv/frh04/6049740.csv,655.2689103039288,50,8,temporary meadows,frh04
31670,6049742,MIE,csv/frh04/6049742.csv,654.494541706545,50,3,corn,frh04
31671,6049743,PPH,csv/frh04/6049743.csv,650.7708361204013,50,7,permanent meadows,frh04
31673,6049745,MIE,csv/frh04/6049745.csv,696.2876205533597,50,3,corn,frh04
31676,6049748,MIE,csv/frh04/6049748.csv,642.5836793422405,50,3,corn,frh04
31678,6049750,PTR,csv/frh04/6049750.csv,668.734693877551,49,8,temporary meadows,frh04
31679,6049751,BTH,csv/frh04/6049751.csv,655.7752133232458,49,1,wheat,frh04
31681,6049753,MIE,csv/frh04/6049753.csv,602.0280195146636,49,3,corn,frh04
31682,6049754,MIE,csv/frh04/6049754.csv,668.734693877551,49,3,corn,frh04
31683,6049755,BTH,csv/frh04/6049755.csv,689.6326530612245,49,1,wheat,frh04
31684,6049756,MIE,csv/frh04/6049756.csv,626.9387755102041,49,3,corn,frh04
31685,6049757,MIE,csv/frh04/6049757.csv,731.4285714285714,49,3,corn,frh04
31686,6049758,PTR,csv/frh04/6049758.csv,709.6485378750876,49,8,temporary meadows,frh04
31687,6049759,PTR,csv/frh04/6049759.csv,713.8590078328982,49,8,temporary meadows,frh04
31688,6049760,BTH,csv/frh04/6049760.csv,614.1647060696475,49,1,wheat,frh04
31689,6049761,MIE,csv/frh04/6049761.csv,700.4301791688996,49,3,corn,frh04
31690,6049762,MIE,csv/frh04/6049762.csv,648.0406172224987,49,3,corn,frh04
31691,6049763,PTR,csv/frh04/6049763.csv,645.353762726669,49,8,temporary meadows,frh04
31692,6049764,MIE,csv/frh04/6049764.csv,710.530612244898,49,3,corn,frh04
31693,6049765,PRL,csv/frh04/6049765.csv,710.530612244898,49,7,permanent meadows,frh04
31695,6049767,MIE,csv/frh04/6049767.csv,685.249439566276,49,3,corn,frh04
31696,6049768,BTH,csv/frh04/6049768.csv,725.2865969733385,49,1,wheat,frh04
31697,6049769,RGA,csv/frh04/6049769.csv,710.530612244898,49,8,temporary meadows,frh04
31698,6049770,MIE,csv/frh04/6049770.csv,694.5310320100044,49,3,corn,frh04
31700,6049772,MIE,csv/frh04/6049772.csv,694.9669300784236,49,3,corn,frh04
31701,6049773,BTH,csv/frh04/6049773.csv,702.185466895155,49,1,wheat,frh04
31703,6049775,BTH,csv/frh04/6049775.csv,710.530612244898,49,1,wheat,frh04
31704,6049776,MIE,csv/frh04/6049776.csv,730.8065711477531,49,3,corn,frh04
31705,6049777,RGA,csv/frh04/6049777.csv,731.205354477276,49,8,temporary meadows,frh04
31707,6049779,RGA,csv/frh04/6049779.csv,731.4285714285714,49,8,temporary meadows,frh04
31708,6049780,RGA,csv/frh04/6049780.csv,710.530612244898,49,8,temporary meadows,frh04
31709,6049781,RGA,csv/frh04/6049781.csv,731.4285714285714,49,8,temporary meadows,frh04
31710,6049782,BTH,csv/frh04/6049782.csv,731.4285714285714,49,1,wheat,frh04
31712,6049784,BTH,csv/frh04/6049784.csv,731.0398851781341,49,1,wheat,frh04
31713,6049785,RGA,csv/frh04/6049785.csv,692.4040092521202,49,8,temporary meadows,frh04
31715,6049787,BTH,csv/frh04/6049787.csv,668.734693877551,49,1,wheat,frh04
31716,6049788,BTH,csv/frh04/6049788.csv,657.2441761270425,49,1,wheat,frh04
31717,6049789,PRL,csv/frh04/6049789.csv,705.4640282453404,76,7,permanent meadows,frh04
31718,6049790,PTR,csv/frh04/6049790.csv,714.9173848698529,84,8,temporary meadows,frh04
31721,6049793,MIE,csv/frh04/6049793.csv,719.5518451945055,90,3,corn,frh04
31723,6049795,MIE,csv/frh04/6049795.csv,723.077569992587,101,3,corn,frh04
31725,6049797,MIE,csv/frh04/6049797.csv,720.407172750201,90,3,corn,frh04
31726,6049798,PTR,csv/frh04/6049798.csv,711.2445461479787,95,8,temporary meadows,frh04
31727,6049799,MIE,csv/frh04/6049799.csv,712.7843137254902,102,3,corn,frh04
31728,6049800,MIE,csv/frh04/6049800.csv,751.5453014599933,91,3,corn,frh04
31729,6049801,PTR,csv/frh04/6049801.csv,774.2081295994468,102,8,temporary meadows,frh04
31730,6049802,PPH,csv/frh04/6049802.csv,773.0196078431372,102,7,permanent meadows,frh04
31731,6049803,PPH,csv/frh04/6049803.csv,775.615151983575,102,7,permanent meadows,frh04
31732,6049804,PPH,csv/frh04/6049804.csv,774.0084454482962,102,7,permanent meadows,frh04
31733,6049805,PTR,csv/frh04/6049805.csv,580.5817828443281,50,8,temporary meadows,frh04
31735,6049807,PPH,csv/frh04/6049807.csv,593.92,50,7,permanent meadows,frh04
31736,6049808,PTR,csv/frh04/6049808.csv,738.3969055745164,50,8,temporary meadows,frh04
31737,6049866,MIE,csv/frh04/6049866.csv,662.7297403117316,49,3,corn,frh04
31738,6049809,BTH,csv/frh04/6049809.csv,703.8440277271069,50,1,wheat,frh04
31740,6049811,PTR,csv/frh04/6049811.csv,642.460893388922,50,8,temporary meadows,frh04
31741,6049812,MIE,csv/frh04/6049812.csv,739.3606416452442,50,3,corn,frh04
31745,6049816,MIE,csv/frh04/6049816.csv,740.475245484426,102,3,corn,frh04
31748,6049819,MIE,csv/frh04/6049819.csv,747.3540727549299,102,3,corn,frh04
31750,6049821,PTR,csv/frh04/6049821.csv,768.4694255560606,102,8,temporary meadows,frh04
31751,6049822,VRG,csv/frh04/6049822.csv,732.9073638344227,102,5,orchards,frh04
31752,6049823,PTR,csv/frh04/6049823.csv,751.4491617473435,102,8,temporary meadows,frh04
31754,6049825,BTH,csv/frh04/6049825.csv,751.4517073932217,102,1,wheat,frh04
31756,6049827,MIE,csv/frh04/6049827.csv,733.0177909001438,102,3,corn,frh04
31758,6049829,MIE,csv/frh04/6049829.csv,747.4229196720391,102,3,corn,frh04
31760,6049831,MIE,csv/frh04/6049831.csv,747.694845784816,102,3,corn,frh04
31761,6049867,PPH,csv/frh04/6049867.csv,647.8367346938776,49,7,permanent meadows,frh04
31762,6049832,BTH,csv/frh04/6049832.csv,755.9903500186107,102,1,wheat,frh04
31763,6049833,MIE,csv/frh04/6049833.csv,746.734947884595,102,3,corn,frh04
31772,6049842,PTR,csv/frh04/6049842.csv,648.9043581184173,49,8,temporary meadows,frh04
31776,6049846,MIE,csv/frh04/6049846.csv,716.4076143821119,49,3,corn,frh04
31777,6049847,MIE,csv/frh04/6049847.csv,689.6326530612245,49,3,corn,frh04
31778,6049848,MIE,csv/frh04/6049848.csv,705.7297297297297,74,3,corn,frh04
31779,6049849,MIE,csv/frh04/6049849.csv,706.8919260773549,74,3,corn,frh04
31780,6049868,RGA,csv/frh04/6049868.csv,723.5319899673544,49,8,temporary meadows,frh04
31781,6049869,BTH,csv/frh04/6049869.csv,689.6326530612245,49,1,wheat,frh04
31782,6049850,PTR,csv/frh04/6049850.csv,682.9383932418004,84,8,temporary meadows,frh04
31783,6049851,PTR,csv/frh04/6049851.csv,698.7229727172968,69,8,temporary meadows,frh04
31784,6049852,PTR,csv/frh04/6049852.csv,753.015507383489,84,8,temporary meadows,frh04
31785,6049853,MIE,csv/frh04/6049853.csv,672.7027194418811,71,3,corn,frh04
31786,6049854,MIE,csv/frh04/6049854.csv,680.5374713454418,53,3,corn,frh04
31787,6049855,ORH,csv/frh04/6049855.csv,660.0475656665568,54,0,barley,frh04
31788,6049856,PTR,csv/frh04/6049856.csv,756.8765645596256,49,8,temporary meadows,frh04
31789,6049857,ORH,csv/frh04/6049857.csv,728.624947286366,49,0,barley,frh04
31790,6049858,MIE,csv/frh04/6049858.csv,739.625340814889,49,3,corn,frh04
31791,6049859,PPH,csv/frh04/6049859.csv,660.1392644483363,50,7,permanent meadows,frh04
31792,6049860,PPH,csv/frh04/6049860.csv,655.660623853211,50,7,permanent meadows,frh04
31794,6049863,MIE,csv/frh04/6049863.csv,757.3290320054812,50,3,corn,frh04
31795,6049864,BTH,csv/frh04/6049864.csv,736.3625045847525,50,1,wheat,frh04
31796,6049865,CZH,csv/frh04/6049865.csv,737.1014764369381,50,2,rapeseed,frh04
31797,6049870,MIE,csv/frh04/6049870.csv,701.0278598606513,49,3,corn,frh04
31798,6049871,PRL,csv/frh04/6049871.csv,696.3837179154783,49,7,permanent meadows,frh04
31799,6049872,BTH,csv/frh04/6049872.csv,658.6356801093643,49,1,wheat,frh04
31800,6049873,RGA,csv/frh04/6049873.csv,655.36,50,8,temporary meadows,frh04
31801,6049874,MIE,csv/frh04/6049874.csv,659.680662967905,50,3,corn,frh04
31803,6049876,PPH,csv/frh04/6049876.csv,624.9365587734242,50,7,permanent meadows,frh04
31804,6049877,RGA,csv/frh04/6049877.csv,614.6456781072976,50,8,temporary meadows,frh04
31805,6049878,RGA,csv/frh04/6049878.csv,631.2737070002405,50,8,temporary meadows,frh04
31807,6049880,MIE,csv/frh04/6049880.csv,646.6300044150111,50,3,corn,frh04
31808,6049881,PRL,csv/frh04/6049881.csv,646.3008450704225,50,7,permanent meadows,frh04
31809,6049882,PRL,csv/frh04/6049882.csv,617.4675542691751,50,7,permanent meadows,frh04
31810,6049883,MIE,csv/frh04/6049883.csv,612.9452218625024,50,3,corn,frh04
31814,6049887,RGA,csv/frh04/6049887.csv,602.0422698612863,50,8,temporary meadows,frh04
31815,6049888,RGA,csv/frh04/6049888.csv,597.9734867947795,50,8,temporary meadows,frh04
31816,6049889,PRL,csv/frh04/6049889.csv,622.8111827956989,50,7,permanent meadows,frh04
31818,6049891,MIE,csv/frh04/6049891.csv,626.986742938863,50,3,corn,frh04
31819,6049892,RGA,csv/frh04/6049892.csv,655.36,50,8,temporary meadows,frh04
31820,6049893,BTH,csv/frh04/6049893.csv,656.2812642622952,50,1,wheat,frh04
31821,6049894,PRL,csv/frh04/6049894.csv,655.011216931217,50,7,permanent meadows,frh04
31823,6049896,MIE,csv/frh04/6049896.csv,616.0704730831974,50,3,corn,frh04
31826,6049899,PTR,csv/frh04/6049899.csv,659.7465419556949,50,8,temporary meadows,frh04
31827,6049900,BTH,csv/frh04/6049900.csv,717.1151551253413,50,1,wheat,frh04
31828,6049901,PTR,csv/frh04/6049901.csv,667.6575925058548,50,8,temporary meadows,frh04
31829,6049902,BTH,csv/frh04/6049902.csv,663.3751107268099,50,1,wheat,frh04
31832,6049905,MIE,csv/frh04/6049905.csv,592.1912833763996,50,3,corn,frh04
31834,6049907,PPH,csv/frh04/6049907.csv,704.8222687994116,50,7,permanent meadows,frh04
31835,6049908,PPH,csv/frh04/6049908.csv,697.4280692945016,50,7,permanent meadows,frh04
31837,6049909,PPH,csv/frh04/6049909.csv,647.3847601229454,50,7,permanent meadows,frh04
31838,6049910,MIE,csv/frh04/6049910.csv,675.4657070183703,50,3,corn,frh04
31839,6049911,BTH,csv/frh04/6049911.csv,719.4066925564973,102,1,wheat,frh04
31840,6049912,PRL,csv/frh04/6049912.csv,729.6,80,7,permanent meadows,frh04
31841,6049913,MIE,csv/frh04/6049913.csv,814.2473556918798,102,3,corn,frh04
31842,6049914,PRL,csv/frh04/6049914.csv,729.4203300940923,78,7,permanent meadows,frh04
31844,6049916,BTH,csv/frh04/6049916.csv,764.2237307152875,80,1,wheat,frh04
31845,6049917,BTH,csv/frh04/6049917.csv,745.9148980701002,101,1,wheat,frh04
31848,6049920,ORH,csv/frh04/6049920.csv,625.9840864611639,49,0,barley,frh04
31849,6049921,PPH,csv/frh04/6049921.csv,602.8422271874696,49,7,permanent meadows,frh04
31850,6049922,PRL,csv/frh04/6049922.csv,647.132848955193,49,7,permanent meadows,frh04
31851,6049923,CZH,csv/frh04/6049923.csv,620.7790777573925,49,2,rapeseed,frh04
31854,6049926,MIS,csv/frh04/6049926.csv,626.9387755102041,49,3,corn,frh04
31856,6049929,MIS,csv/frh04/6049929.csv,593.92,50,3,corn,frh04
31857,6049930,PPH,csv/frh04/6049930.csv,593.92,50,7,permanent meadows,frh04
31858,6049931,MIS,csv/frh04/6049931.csv,591.4617026106697,50,3,corn,frh04
31860,6049933,MIS,csv/frh04/6049933.csv,629.3871326000071,49,3,corn,frh04
31861,6049934,MIS,csv/frh04/6049934.csv,623.8119975262832,49,3,corn,frh04
31862,6049935,PTR,csv/frh04/6049935.csv,721.5458110516935,102,8,temporary meadows,frh04
31863,6049936,RGA,csv/frh04/6049936.csv,744.0157717371247,102,8,temporary meadows,frh04
31864,6049937,RGA,csv/frh04/6049937.csv,708.0862066665522,102,8,temporary meadows,frh04
31866,6049939,MIE,csv/frh04/6049939.csv,736.518468434628,102,3,corn,frh04
31867,6049940,PTR,csv/frh04/6049940.csv,721.5967061523405,102,8,temporary meadows,frh04
31868,6049941,PTR,csv/frh04/6049941.csv,744.5830188100279,102,8,temporary meadows,frh04
31869,6049942,BTH,csv/frh04/6049942.csv,733.0197588580404,50,1,wheat,frh04
31870,6049947,BTH,csv/frh04/6049947.csv,757.76,50,1,wheat,frh04
31871,6049948,MIE,csv/frh04/6049948.csv,723.983061943236,50,3,corn,frh04
31872,6049949,BTH,csv/frh04/6049949.csv,732.4356235736341,50,1,wheat,frh04
31873,6049950,ORH,csv/frh04/6049950.csv,746.5187829224294,50,0,barley,frh04
31874,6049951,BTH,csv/frh04/6049951.csv,736.6850448748228,50,1,wheat,frh04
31875,6049952,BTH,csv/frh04/6049952.csv,739.7380409041981,50,1,wheat,frh04
31876,6049953,PPH,csv/frh04/6049953.csv,757.76,50,7,permanent meadows,frh04
31877,6049954,MIS,csv/frh04/6049954.csv,735.5046947604552,50,3,corn,frh04
31878,6049955,MIE,csv/frh04/6049955.csv,736.9348120680937,50,3,corn,frh04
31879,6049956,MIS,csv/frh04/6049956.csv,720.2728140527679,55,3,corn,frh04
31880,6049957,ORH,csv/frh04/6049957.csv,729.4404039619344,50,0,barley,frh04
31881,6049958,MIS,csv/frh04/6049958.csv,757.76,50,3,corn,frh04
31882,6049959,ORH,csv/frh04/6049959.csv,769.4277275985663,50,0,barley,frh04
31885,6049962,MIE,csv/frh04/6049962.csv,724.0017105010623,49,3,corn,frh04
31886,6049963,MIE,csv/frh04/6049963.csv,727.0818539229379,49,3,corn,frh04
31889,6050074,RGA,csv/frh04/6050074.csv,745.7473403500809,101,8,temporary meadows,frh04
31890,6049966,PTR,csv/frh04/6049966.csv,686.6090372792431,49,8,temporary meadows,frh04
31891,6049967,MIE,csv/frh04/6049967.csv,627.8691399662732,50,3,corn,frh04
31892,6049968,PPH,csv/frh04/6049968.csv,633.8851024454726,50,7,permanent meadows,frh04
31893,6049969,RGA,csv/frh04/6049969.csv,622.5513112582781,50,8,temporary meadows,frh04
31894,6049970,PRL,csv/frh04/6049970.csv,626.9548936170213,50,7,permanent meadows,frh04
31895,6049971,PRL,csv/frh04/6049971.csv,623.3918345235164,50,7,permanent meadows,frh04
31897,6049973,MIE,csv/frh04/6049973.csv,605.7319808960655,50,3,corn,frh04
31898,6049974,PRL,csv/frh04/6049974.csv,604.029197080292,50,7,permanent meadows,frh04
31899,6049975,VRG,csv/frh04/6049975.csv,658.5925123542203,50,5,orchards,frh04
31904,6049980,BTH,csv/frh04/6049980.csv,677.9328467153285,50,1,wheat,frh04
31905,6049981,BTH,csv/frh04/6049981.csv,675.84,50,1,wheat,frh04
31906,6049982,PPH,csv/frh04/6049982.csv,706.2716996871741,50,7,permanent meadows,frh04
31907,6050000,PTR,csv/frh04/6050000.csv,689.4257425742575,101,8,temporary meadows,frh04
31908,6049983,PPH,csv/frh04/6049983.csv,716.4580821917808,50,7,permanent meadows,frh04
31910,6049985,PPH,csv/frh04/6049985.csv,697.0135616971585,50,7,permanent meadows,frh04
31911,6049986,RGA,csv/frh04/6049986.csv,696.32,50,8,temporary meadows,frh04
31913,6049988,PPH,csv/frh04/6049988.csv,700.9140461215933,50,7,permanent meadows,frh04
31914,6049989,ORH,csv/frh04/6049989.csv,725.1813961867587,50,0,barley,frh04
31915,6049990,BTH,csv/frh04/6049990.csv,737.28,50,1,wheat,frh04
31918,6049993,MIE,csv/frh04/6049993.csv,712.5730362322486,90,3,corn,frh04
31919,6049994,PTR,csv/frh04/6049994.csv,762.9803921568628,102,8,temporary meadows,frh04
31920,6049995,RGA,csv/frh04/6049995.csv,780.7164070257176,102,8,temporary meadows,frh04
31921,6049996,PTR,csv/frh04/6049996.csv,763.91685380319,102,8,temporary meadows,frh04
31923,6049998,RGA,csv/frh04/6049998.csv,785.233939081304,102,8,temporary meadows,frh04
31924,6049999,PTR,csv/frh04/6049999.csv,783.0588235294117,102,8,temporary meadows,frh04
31927,6050003,PTR,csv/frh04/6050003.csv,700.2297291422112,102,8,temporary meadows,frh04
31930,6050006,PTR,csv/frh04/6050006.csv,698.2082402490386,86,8,temporary meadows,frh04
31931,6050007,MIE,csv/frh04/6050007.csv,727.2541150468215,88,3,corn,frh04
31932,6050008,PTR,csv/frh04/6050008.csv,704.1533387053452,85,8,temporary meadows,frh04
31934,6050010,PTR,csv/frh04/6050010.csv,729.9754098800547,83,8,temporary meadows,frh04
31935,6050011,MIE,csv/frh04/6050011.csv,720.4575009792401,92,3,corn,frh04
31937,6050013,PTR,csv/frh04/6050013.csv,694.5154639175257,97,8,temporary meadows,frh04
31940,6050089,RGA,csv/frh04/6050089.csv,682.6666666666666,102,8,temporary meadows,frh04
31941,6050016,BTH,csv/frh04/6050016.csv,720.2634551871563,102,1,wheat,frh04
31943,6050018,RGA,csv/frh04/6050018.csv,742.9528545209047,102,8,temporary meadows,frh04
31944,6050019,MIE,csv/frh04/6050019.csv,746.4136795780562,102,3,corn,frh04
31945,6050020,ORH,csv/frh04/6050020.csv,744.5557263886517,102,0,barley,frh04
31946,6050021,PTR,csv/frh04/6050021.csv,712.7843137254902,102,8,temporary meadows,frh04
31947,6050022,MIS,csv/frh04/6050022.csv,723.6515682733058,102,3,corn,frh04
31948,6050023,RGA,csv/frh04/6050023.csv,732.8627450980392,102,8,temporary meadows,frh04
31949,6050024,BTH,csv/frh04/6050024.csv,733.3374465132091,102,1,wheat,frh04
31950,6050025,MIS,csv/frh04/6050025.csv,719.6506241628268,102,3,corn,frh04
