Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","250","France","5312","Area harvested","01315","Figs","2024","2024","ha","830","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01315","Figs","2024","2024","kg/ha","8975.9","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01315","Figs","2024","2024","t","7450","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01929.01","Flax, raw or retted","2019","2019","ha","121670","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01929.01","Flax, raw or retted","2019","2019","kg/ha","6989","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01929.01","Flax, raw or retted","2019","2019","t","850350","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01929.01","Flax, raw or retted","2020","2020","ha","142160","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01929.01","Flax, raw or retted","2020","2020","kg/ha","5235.6","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01929.01","Flax, raw or retted","2020","2020","t","744300","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01929.01","Flax, raw or retted","2021","2021","ha","112580","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01929.01","Flax, raw or retted","2021","2021","kg/ha","6025.8","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01929.01","Flax, raw or retted","2021","2021","t","678390","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01929.01","Flax, raw or retted","2022","2022","ha","127800","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01929.01","Flax, raw or retted","2022","2022","kg/ha","5107","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01929.01","Flax, raw or retted","2022","2022","t","652680","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01929.01","Flax, raw or retted","2023","2023","ha","131160","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01929.01","Flax, raw or retted","2023","2023","kg/ha","3929.1","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01929.01","Flax, raw or retted","2023","2023","t","515340","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01929.01","Flax, raw or retted","2024","2024","ha","158290","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01929.01","Flax, raw or retted","2024","2024","kg/ha","6690.8","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01929.01","Flax, raw or retted","2024","2024","t","1059080","A","Official value",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02153","Geese","2019","2019","1000 An","348","A","Official value",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02153","Geese","2020","2020","1000 An","279","A","Official value",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02153","Geese","2021","2021","1000 An","255","A","Official value",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02153","Geese","2022","2022","1000 An","203","A","Official value",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02153","Geese","2023","2023","1000 An","230","A","Official value",""
"QCL","Crops and livestock products","250","France","5112","Stocks","02153","Geese","2024","2024","1000 An","220","A","Official value",""
"QCL","Crops and livestock products","250","France","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2019","2019","An","681670","A","Official value",""
"QCL","Crops and livestock products","250","France","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2020","2020","An","668540","A","Official value",""
"QCL","Crops and livestock products","250","France","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2021","2021","An","650960","A","Official value",""
"QCL","Crops and livestock products","250","France","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2022","2022","An","649390","A","Official value",""
"QCL","Crops and livestock products","250","France","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2023","2023","An","627430","A","Official value",""
"QCL","Crops and livestock products","250","France","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2024","2024","An","613980","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02123","Goats","2019","2019","An","1242000","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02123","Goats","2020","2020","An","1413980","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02123","Goats","2021","2021","An","1387770","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02123","Goats","2022","2022","An","1353000","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02123","Goats","2023","2023","An","1340000","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02123","Goats","2024","2024","An","1339000","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01330","Grapes","2019","2019","ha","755470","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01330","Grapes","2019","2019","kg/ha","7266.5","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01330","Grapes","2019","2019","t","5489650","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01330","Grapes","2020","2020","ha","759590","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01330","Grapes","2020","2020","kg/ha","7711.9","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01330","Grapes","2020","2020","t","5857870","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01330","Grapes","2021","2021","ha","757830","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01330","Grapes","2021","2021","kg/ha","6694.9","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01330","Grapes","2021","2021","t","5073590","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01330","Grapes","2022","2022","ha","757550","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01330","Grapes","2022","2022","kg/ha","8184.2","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01330","Grapes","2022","2022","t","6199950","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01330","Grapes","2023","2023","ha","753340","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01330","Grapes","2023","2023","kg/ha","8237","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01330","Grapes","2023","2023","t","6205260","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01330","Grapes","2024","2024","ha","741330","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01330","Grapes","2024","2024","kg/ha","6404","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01330","Grapes","2024","2024","t","4747450","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01290.01","Green corn (maize)","2019","2019","ha","22017","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01290.01","Green corn (maize)","2019","2019","kg/ha","20287","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01290.01","Green corn (maize)","2019","2019","t","446659","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01290.01","Green corn (maize)","2020","2020","ha","23327","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01290.01","Green corn (maize)","2020","2020","kg/ha","18210.8","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01290.01","Green corn (maize)","2020","2020","t","424803","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01290.01","Green corn (maize)","2021","2021","ha","22139","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01290.01","Green corn (maize)","2021","2021","kg/ha","20818.6","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01290.01","Green corn (maize)","2021","2021","t","460902","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01290.01","Green corn (maize)","2022","2022","ha","21739","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01290.01","Green corn (maize)","2022","2022","kg/ha","18987.9","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01290.01","Green corn (maize)","2022","2022","t","412777","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01290.01","Green corn (maize)","2024","2024","ha","20568","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01290.01","Green corn (maize)","2024","2024","kg/ha","22330.8","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01290.01","Green corn (maize)","2024","2024","t","459300","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01252","Green garlic","2019","2019","ha","3740","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01252","Green garlic","2019","2019","kg/ha","7524.1","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01252","Green garlic","2019","2019","t","28140","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01252","Green garlic","2020","2020","ha","4180","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01252","Green garlic","2020","2020","kg/ha","7244","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01252","Green garlic","2020","2020","t","30280","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01252","Green garlic","2021","2021","ha","4140","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01252","Green garlic","2021","2021","kg/ha","6961.4","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01252","Green garlic","2021","2021","t","28820","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01252","Green garlic","2022","2022","ha","4360","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01252","Green garlic","2022","2022","kg/ha","4456.4","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01252","Green garlic","2022","2022","t","19430","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01252","Green garlic","2023","2023","ha","4130","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01252","Green garlic","2023","2023","kg/ha","7096.9","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01252","Green garlic","2023","2023","t","29310","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01252","Green garlic","2024","2024","ha","4230","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01252","Green garlic","2024","2024","kg/ha","6801.4","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01252","Green garlic","2024","2024","t","28770","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01374","Hazelnuts, in shell","2019","2019","ha","5190","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01374","Hazelnuts, in shell","2019","2019","kg/ha","2246.6","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01374","Hazelnuts, in shell","2019","2019","t","11660","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01374","Hazelnuts, in shell","2020","2020","ha","7430","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01374","Hazelnuts, in shell","2020","2020","kg/ha","1703.9","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01374","Hazelnuts, in shell","2020","2020","t","12660","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01374","Hazelnuts, in shell","2021","2021","ha","7510","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01374","Hazelnuts, in shell","2021","2021","kg/ha","1643.1","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01374","Hazelnuts, in shell","2021","2021","t","12340","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01374","Hazelnuts, in shell","2022","2022","ha","7560","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01374","Hazelnuts, in shell","2022","2022","kg/ha","1317.5","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01374","Hazelnuts, in shell","2022","2022","t","9960","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01374","Hazelnuts, in shell","2023","2023","ha","7920","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01374","Hazelnuts, in shell","2023","2023","kg/ha","2166.7","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01374","Hazelnuts, in shell","2023","2023","t","17160","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01374","Hazelnuts, in shell","2024","2024","ha","8200","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01374","Hazelnuts, in shell","2024","2024","kg/ha","1030.5","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01374","Hazelnuts, in shell","2024","2024","t","8450","A","Official value",""
"QCL","Crops and livestock products","250","France","5413","Yield","0231","Hen eggs in shell, fresh","2019","2019","No/An","250","A","Official value",""
"QCL","Crops and livestock products","250","France","5513","Production","0231","Hen eggs in shell, fresh","2019","2019","1000 No","14251191","A","Official value",""
"QCL","Crops and livestock products","250","France","5313","Laying","0231","Hen eggs in shell, fresh","2019","2019","1000 An","57019","A","Official value",""
"QCL","Crops and livestock products","250","France","5413","Yield","0231","Hen eggs in shell, fresh","2020","2020","No/An","242","A","Official value",""
"QCL","Crops and livestock products","250","France","5513","Production","0231","Hen eggs in shell, fresh","2020","2020","1000 No","15121211","A","Official value",""
"QCL","Crops and livestock products","250","France","5313","Laying","0231","Hen eggs in shell, fresh","2020","2020","1000 An","62368","A","Official value",""
"QCL","Crops and livestock products","250","France","5413","Yield","0231","Hen eggs in shell, fresh","2021","2021","No/An","241","A","Official value",""
"QCL","Crops and livestock products","250","France","5513","Production","0231","Hen eggs in shell, fresh","2021","2021","1000 No","15609168","A","Official value",""
"QCL","Crops and livestock products","250","France","5313","Laying","0231","Hen eggs in shell, fresh","2021","2021","1000 An","64677","A","Official value",""
"QCL","Crops and livestock products","250","France","5413","Yield","0231","Hen eggs in shell, fresh","2022","2022","No/An","259","A","Official value",""
"QCL","Crops and livestock products","250","France","5513","Production","0231","Hen eggs in shell, fresh","2022","2022","1000 No","16457328","A","Official value",""
"QCL","Crops and livestock products","250","France","5313","Laying","0231","Hen eggs in shell, fresh","2022","2022","1000 An","63433","A","Official value",""
"QCL","Crops and livestock products","250","France","5413","Yield","0231","Hen eggs in shell, fresh","2023","2023","No/An","257","A","Official value",""
"QCL","Crops and livestock products","250","France","5513","Production","0231","Hen eggs in shell, fresh","2023","2023","1000 No","16374478","A","Official value",""
"QCL","Crops and livestock products","250","France","5313","Laying","0231","Hen eggs in shell, fresh","2023","2023","1000 An","63611","A","Official value",""
"QCL","Crops and livestock products","250","France","5313","Laying","0231","Hen eggs in shell, fresh","2024","2024","1000 An","63854","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01659","Hop cones","2019","2019","ha","500","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01659","Hop cones","2019","2019","kg/ha","1540","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01659","Hop cones","2019","2019","t","770","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01659","Hop cones","2020","2020","ha","550","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01659","Hop cones","2020","2020","kg/ha","1527.3","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01659","Hop cones","2020","2020","t","840","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01659","Hop cones","2021","2021","ha","560","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01659","Hop cones","2021","2021","kg/ha","1696.4","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01659","Hop cones","2021","2021","t","950","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01659","Hop cones","2022","2022","ha","530","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01659","Hop cones","2022","2022","kg/ha","2075.5","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01659","Hop cones","2022","2022","t","1100","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01659","Hop cones","2023","2023","ha","550","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01659","Hop cones","2023","2023","kg/ha","1309.1","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01659","Hop cones","2023","2023","t","720","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01659","Hop cones","2024","2024","ha","580","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01659","Hop cones","2024","2024","kg/ha","1155.2","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01659","Hop cones","2024","2024","t","670","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02131","Horses","2019","2019","An","367174","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02131","Horses","2020","2020","An","290857","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02131","Horses","2021","2021","An","291165","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02131","Horses","2022","2022","An","289607","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02131","Horses","2023","2023","An","291286","A","Official value",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02131","Horses","2024","2024","An","289788","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01352","Kiwi fruit","2019","2019","ha","3810","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01352","Kiwi fruit","2019","2019","kg/ha","14653.5","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01352","Kiwi fruit","2019","2019","t","55830","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01352","Kiwi fruit","2020","2020","ha","3930","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01352","Kiwi fruit","2020","2020","kg/ha","12933.8","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01352","Kiwi fruit","2020","2020","t","50830","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01352","Kiwi fruit","2021","2021","ha","3930","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01352","Kiwi fruit","2021","2021","kg/ha","11712.5","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01352","Kiwi fruit","2021","2021","t","46030","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01352","Kiwi fruit","2022","2022","ha","3930","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01352","Kiwi fruit","2022","2022","kg/ha","11989.8","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01352","Kiwi fruit","2022","2022","t","47120","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01352","Kiwi fruit","2023","2023","ha","3990","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01352","Kiwi fruit","2023","2023","kg/ha","12473.7","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01352","Kiwi fruit","2023","2023","t","49770","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01352","Kiwi fruit","2024","2024","ha","4040","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01352","Kiwi fruit","2024","2024","kg/ha","12564.4","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01352","Kiwi fruit","2024","2024","t","50760","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2019","2019","ha","5100","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01254","Leeks and other alliaceous vegetables","2019","2019","kg/ha","29176.5","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01254","Leeks and other alliaceous vegetables","2019","2019","t","148800","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2020","2020","ha","5600","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01254","Leeks and other alliaceous vegetables","2020","2020","kg/ha","30071.4","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01254","Leeks and other alliaceous vegetables","2020","2020","t","168400","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2021","2021","ha","5910","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01254","Leeks and other alliaceous vegetables","2021","2021","kg/ha","31731","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01254","Leeks and other alliaceous vegetables","2021","2021","t","187530","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2022","2022","ha","5470","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01254","Leeks and other alliaceous vegetables","2022","2022","kg/ha","28797.1","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01254","Leeks and other alliaceous vegetables","2022","2022","t","157520","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2023","2023","ha","5360","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01254","Leeks and other alliaceous vegetables","2023","2023","kg/ha","32813.4","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01254","Leeks and other alliaceous vegetables","2023","2023","t","175880","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2024","2024","ha","5460","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01254","Leeks and other alliaceous vegetables","2024","2024","kg/ha","29139.2","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01254","Leeks and other alliaceous vegetables","2024","2024","t","159100","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01322","Lemons and limes","2019","2019","ha","1070","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01322","Lemons and limes","2019","2019","kg/ha","9383.2","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01322","Lemons and limes","2019","2019","t","10040","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","2150","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01322","Lemons and limes","2020","2020","kg/ha","10586","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01322","Lemons and limes","2020","2020","t","22760","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01322","Lemons and limes","2021","2021","ha","2180","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01322","Lemons and limes","2021","2021","kg/ha","10463.3","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01322","Lemons and limes","2021","2021","t","22810","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01322","Lemons and limes","2022","2022","ha","2200","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01322","Lemons and limes","2022","2022","kg/ha","9859.1","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01322","Lemons and limes","2022","2022","t","21690","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01322","Lemons and limes","2023","2023","ha","2580","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01322","Lemons and limes","2023","2023","kg/ha","5542.6","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01322","Lemons and limes","2023","2023","t","14300","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01322","Lemons and limes","2024","2024","ha","2660","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01322","Lemons and limes","2024","2024","kg/ha","5387.2","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01322","Lemons and limes","2024","2024","t","14330","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01214","Lettuce and chicory","2019","2019","ha","18350","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01214","Lettuce and chicory","2019","2019","kg/ha","25577.1","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01214","Lettuce and chicory","2019","2019","t","469340","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01214","Lettuce and chicory","2020","2020","ha","17580","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01214","Lettuce and chicory","2020","2020","kg/ha","28003.4","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01214","Lettuce and chicory","2020","2020","t","492300","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01214","Lettuce and chicory","2021","2021","ha","17310","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01214","Lettuce and chicory","2021","2021","kg/ha","28498.6","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01214","Lettuce and chicory","2021","2021","t","493310","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01214","Lettuce and chicory","2022","2022","ha","16690","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01214","Lettuce and chicory","2022","2022","kg/ha","26287.6","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01214","Lettuce and chicory","2022","2022","t","438740","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01214","Lettuce and chicory","2023","2023","ha","16450","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01214","Lettuce and chicory","2023","2023","kg/ha","24389.1","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01214","Lettuce and chicory","2023","2023","t","401200","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01214","Lettuce and chicory","2024","2024","ha","16980","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01214","Lettuce and chicory","2024","2024","kg/ha","25553","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01214","Lettuce and chicory","2024","2024","t","433890","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01441","Linseed","2019","2019","ha","21840","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01441","Linseed","2019","2019","kg/ha","2083.3","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01441","Linseed","2019","2019","t","45500","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01441","Linseed","2020","2020","ha","32050","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01441","Linseed","2020","2020","kg/ha","1857.7","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01441","Linseed","2020","2020","t","59540","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01441","Linseed","2021","2021","ha","37500","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01441","Linseed","2021","2021","kg/ha","1945.1","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01441","Linseed","2021","2021","t","72940","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01441","Linseed","2022","2022","ha","28910","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01441","Linseed","2022","2022","kg/ha","1756.8","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01441","Linseed","2022","2022","t","50790","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01441","Linseed","2023","2023","ha","26900","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01441","Linseed","2023","2023","kg/ha","1921.6","A","Official value",""
"QCL","Crops and livestock products","250","France","5510","Production","01441","Linseed","2023","2023","t","51690","A","Official value",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01441","Linseed","2024","2024","ha","22930","A","Official value",""
"QCL","Crops and livestock products","250","France","5412","Yield","01441","Linseed","2024","2024","kg/ha","1727.9","A","Official value",""
